epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
29,1077.66,0.92149,0.66535,1.26179,0.97642,0.91576,0.96385,0.73794,0.90097,0.47214,1.31063,0.00136781,0.00136781,0.00136781
30,1116.27,0.93436,0.64225,1.26742,0.93933,0.94951,0.96653,0.74058,0.93778,0.48364,1.33419,0.00134758,0.00134758,0.00134758
31,1153.68,0.94667,0.66012,1.26622,0.95263,0.89354,0.95111,0.70281,0.97977,0.54629,1.35561,0.00132685,0.00132685,0.00132685
32,1189.37,0.93655,0.66817,1.2666,0.93715,0.93171,0.96681,0.7329,0.90386,0.48913,1.3096,0.00130565,0.00130565,0.00130565
33,1227.08,0.91512,0.6233,1.25478,0.95036,0.92054,0.95244,0.73452,0.90215,0.50007,1.31749,0.00128398,0.00128398,0.00128398
34,1263.06,0.90399,0.62323,1.23949,0.97713,0.91656,0.96219,0.73441,0.90399,0.45598,1.32639,0.00126188,0.00126188,0.00126188
35,1302.52,0.90383,0.61241,1.24675,0.95646,0.9326,0.96484,0.73381,0.88733,0.45753,1.30064,0.00123936,0.00123936,0.00123936
36,1339.27,0.90947,0.61202,1.23271,0.95998,0.92749,0.96174,0.75098,0.84963,0.4483,1.25456,0.00121645,0.00121645,0.00121645
37,1376.6,0.89682,0.60588,1.23407,0.94154,0.92314,0.95524,0.74276,0.88204,0.49225,1.2888,0.00119317,0.00119317,0.00119317
38,1412.87,0.89504,0.60319,1.24617,0.95987,0.94857,0.96676,0.74082,0.89384,0.45015,1.29746,0.00116955,0.00116955,0.00116955
39,1451.48,0.89788,0.60567,1.24593,0.9513,0.94126,0.96413,0.73846,0.88141,0.46006,1.28145,0.0011456,0.0011456,0.0011456
40,1488.32,0.87565,0.58599,1.22711,0.94389,0.94585,0.96216,0.73776,0.88359,0.44684,1.29724,0.00112135,0.00112135,0.00112135
41,1525.43,0.87583,0.58293,1.22224,0.93489,0.93726,0.96619,0.75334,0.88546,0.45485,1.28084,0.00109683,0.00109683,0.00109683
42,1563.02,0.8749,0.57182,1.23217,0.95986,0.93179,0.95811,0.73247,0.90185,0.44525,1.31044,0.00107205,0.00107205,0.00107205
43,1599.15,0.86475,0.57863,1.22528,0.9401,0.96101,0.96252,0.75084,0.8678,0.41627,1.28113,0.00104705,0.00104705,0.00104705
44,1638.63,0.85073,0.56861,1.20491,0.95428,0.92847,0.96452,0.74959,0.89432,0.45571,1.2957,0.00102184,0.00102184,0.00102184
45,1675.3,0.8611,0.57601,1.20938,0.95235,0.9434,0.96951,0.74384,0.86813,0.42463,1.27832,0.000996456,0.000996456,0.000996456
46,1714.22,0.86107,0.55772,1.21279,0.91967,0.9445,0.95655,0.75124,0.84507,0.44613,1.23735,0.000970919,0.000970919,0.000970919
47,1753.7,0.81818,0.54028,1.19579,0.96748,0.92448,0.96858,0.75022,0.86178,0.43537,1.26863,0.000945256,0.000945256,0.000945256
48,1791.74,0.83736,0.53951,1.21143,0.95129,0.92764,0.96472,0.75541,0.84304,0.42473,1.2441,0.00091949,0.00091949,0.00091949
49,1830.07,0.80957,0.51864,1.18517,0.96971,0.95143,0.97101,0.76456,0.83187,0.41857,1.23742,0.000893648,0.000893648,0.000893648
50,1866.79,0.80119,0.5325,1.18189,0.97375,0.92871,0.96909,0.76538,0.81088,0.42476,1.2305,0.000867754,0.000867754,0.000867754
51,1904.91,0.82775,0.53796,1.19327,0.94524,0.95912,0.97084,0.77109,0.80297,0.41441,1.21097,0.000841835,0.000841835,0.000841835
52,1942.2,0.79871,0.5162,1.18438,0.95402,0.97143,0.97286,0.78289,0.79733,0.38598,1.20285,0.000815916,0.000815916,0.000815916
53,1980.37,0.79065,0.50351,1.16632,0.97255,0.93429,0.96834,0.77275,0.81177,0.39644,1.229,0.000790022,0.000790022,0.000790022
54,2018.28,0.792,0.513,1.1785,0.95965,0.94411,0.96618,0.76332,0.83803,0.40361,1.24038,0.00076418,0.00076418,0.00076418
55,2054.63,0.78813,0.505,1.17568,0.97835,0.92286,0.9619,0.76969,0.8156,0.39951,1.22932,0.000738414,0.000738414,0.000738414
56,2093.02,0.77593,0.4897,1.16263,0.94636,0.95624,0.96743,0.77199,0.80249,0.40422,1.22455,0.000712751,0.000712751,0.000712751
57,2132.25,0.75463,0.46941,1.15607,0.958,0.93728,0.9637,0.76491,0.81716,0.40015,1.24486,0.000687214,0.000687214,0.000687214
58,2170.12,0.79785,0.51212,1.17569,0.97012,0.92857,0.95705,0.75298,0.82477,0.41233,1.24074,0.000661831,0.000661831,0.000661831
59,2207.89,0.75588,0.49848,1.15182,0.97203,0.94,0.9671,0.76426,0.8422,0.40621,1.2472,0.000636625,0.000636625,0.000636625
60,2244.35,0.76356,0.47035,1.16371,0.98107,0.93958,0.973,0.76343,0.81897,0.38659,1.22384,0.000611621,0.000611621,0.000611621
61,2283.85,0.75458,0.47429,1.14569,0.97807,0.94571,0.97517,0.77739,0.79733,0.37639,1.22034,0.000586845,0.000586845,0.000586845
62,2320.19,0.73382,0.4597,1.13742,0.97283,0.95143,0.97065,0.78311,0.77146,0.37312,1.20626,0.00056232,0.00056232,0.00056232
