epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
22,792.063,0.99797,0.74776,1.30221,0.94247,0.93817,0.97113,0.69578,1.04012,0.53519,1.4198,0.00149384,0.00149384,0.00149384
23,828.06,1.00408,0.7455,1.30387,0.93789,0.95491,0.96627,0.70824,0.98162,0.52228,1.36854,0.00147764,0.00147764,0.00147764
24,865.227,0.98147,0.7202,1.29681,0.951,0.96067,0.979,0.72912,0.9531,0.50255,1.34421,0.0014608,0.0014608,0.0014608
25,902.684,0.98303,0.70295,1.29233,0.94258,0.91614,0.96069,0.71252,0.95177,0.54752,1.36248,0.00144335,0.00144335,0.00144335
26,937.614,0.94291,0.65858,1.27475,0.95286,0.88503,0.9653,0.70066,1.01525,0.57689,1.39777,0.00142531,0.00142531,0.00142531
27,974.979,0.98401,0.70482,1.29469,0.96079,0.95013,0.97686,0.7339,0.9477,0.47202,1.34484,0.0014067,0.0014067,0.0014067
28,1010.21,0.93622,0.66679,1.25641,0.97211,0.94812,0.97831,0.71342,0.96695,0.50338,1.34859,0.00138753,0.00138753,0.00138753
29,1048.22,0.95942,0.67716,1.28806,0.92873,0.87075,0.95887,0.696,0.97194,0.58627,1.34989,0.00136781,0.00136781,0.00136781
30,1083.26,0.9525,0.69232,1.28301,0.92541,0.91654,0.96778,0.71219,0.96376,0.53174,1.35167,0.00134758,0.00134758,0.00134758
31,1121.51,0.95445,0.67746,1.26983,0.97505,0.94941,0.97522,0.7236,0.96053,0.4917,1.33069,0.00132685,0.00132685,0.00132685
32,1158.91,0.92586,0.65987,1.26295,0.9493,0.95999,0.97429,0.72292,0.95395,0.4871,1.32502,0.00130565,0.00130565,0.00130565
33,1194.02,0.92287,0.64019,1.2637,0.97033,0.93871,0.96954,0.72603,0.90694,0.47261,1.30548,0.00128398,0.00128398,0.00128398
34,1230.57,0.91658,0.62337,1.25196,0.95454,0.94665,0.9764,0.73628,0.92068,0.45115,1.33054,0.00126188,0.00126188,0.00126188
35,1266.26,0.90198,0.61885,1.2384,0.96929,0.9382,0.98114,0.74843,0.89479,0.44101,1.28714,0.00123936,0.00123936,0.00123936
36,1301.01,0.89741,0.62118,1.23764,0.97738,0.92697,0.97417,0.7387,0.91773,0.46455,1.30887,0.00121645,0.00121645,0.00121645
37,1337.01,0.88413,0.61548,1.23082,0.96513,0.92811,0.97331,0.72433,0.94187,0.47492,1.33819,0.00119317,0.00119317,0.00119317
38,1371.61,0.88269,0.60313,1.23009,0.94366,0.9421,0.97196,0.72793,0.89,0.48322,1.30333,0.00116955,0.00116955,0.00116955
39,1407.18,0.87234,0.59879,1.22376,0.96924,0.95047,0.9753,0.74588,0.87948,0.43016,1.28459,0.0011456,0.0011456,0.0011456
40,1441.97,0.87132,0.58676,1.22732,0.9814,0.94482,0.98022,0.74075,0.92793,0.41546,1.33074,0.00112135,0.00112135,0.00112135
41,1479.66,0.86803,0.56993,1.20961,0.98029,0.96067,0.98061,0.74321,0.90644,0.42698,1.31859,0.00109683,0.00109683,0.00109683
42,1513.94,0.8457,0.55884,1.20093,0.96717,0.9504,0.9741,0.7427,0.92254,0.449,1.33257,0.00107205,0.00107205,0.00107205
43,1549.84,0.85183,0.56031,1.21668,0.96847,0.95918,0.98262,0.75375,0.87944,0.41079,1.27536,0.00104705,0.00104705,0.00104705
44,1584.65,0.83525,0.55366,1.1964,0.96121,0.97466,0.98137,0.75295,0.85946,0.41695,1.25617,0.00102184,0.00102184,0.00102184
45,1621.1,0.83004,0.56265,1.19471,0.98518,0.95506,0.97664,0.75892,0.85673,0.39953,1.24949,0.000996456,0.000996456,0.000996456
46,1655.87,0.87212,0.56707,1.22644,0.96438,0.95701,0.98186,0.75545,0.87288,0.41401,1.25768,0.000970919,0.000970919,0.000970919
47,1691.62,0.83091,0.54538,1.20105,0.94051,0.96348,0.98096,0.76382,0.84269,0.41088,1.24026,0.000945256,0.000945256,0.000945256
48,1727.61,0.82481,0.53982,1.20488,0.97626,0.96348,0.98435,0.76933,0.87074,0.39215,1.25379,0.00091949,0.00091949,0.00091949
49,1763.98,0.83241,0.53369,1.19669,0.96332,0.96867,0.97468,0.75375,0.8684,0.41775,1.26374,0.000893648,0.000893648,0.000893648
50,1798.87,0.81419,0.5328,1.19331,0.97698,0.9663,0.97758,0.76398,0.8661,0.39284,1.26579,0.000867754,0.000867754,0.000867754
51,1835.19,0.80042,0.52155,1.18092,0.96831,0.95321,0.97837,0.7542,0.88805,0.39386,1.28519,0.000841835,0.000841835,0.000841835
52,1870.08,0.7806,0.50828,1.16649,0.9684,0.96359,0.97945,0.75883,0.85889,0.39577,1.25067,0.000815916,0.000815916,0.000815916
53,1907.61,0.78604,0.50276,1.16701,0.98176,0.94988,0.97893,0.76717,0.84411,0.37046,1.25584,0.000790022,0.000790022,0.000790022
54,1943.74,0.79008,0.50661,1.17434,0.96719,0.96878,0.98105,0.77225,0.82737,0.38319,1.22527,0.00076418,0.00076418,0.00076418
55,1982.37,0.78994,0.50743,1.17943,0.9728,0.96588,0.97698,0.77699,0.81159,0.372,1.22773,0.000738414,0.000738414,0.000738414
56,2020.8,0.7798,0.49139,1.1647,0.97809,0.96067,0.98038,0.78399,0.81505,0.36114,1.24466,0.000712751,0.000712751,0.000712751
57,2056.57,0.78315,0.49183,1.16533,0.96934,0.95332,0.9673,0.76819,0.83881,0.36895,1.24671,0.000687214,0.000687214,0.000687214
58,2093.16,0.75085,0.45996,1.14423,0.96232,0.95783,0.97155,0.78504,0.80191,0.36039,1.22632,0.000661831,0.000661831,0.000661831
59,2128.76,0.76521,0.4819,1.16087,0.96516,0.96124,0.97734,0.77517,0.8214,0.37246,1.23023,0.000636625,0.000636625,0.000636625
60,2165.08,0.74444,0.47059,1.15153,0.98013,0.9602,0.97467,0.77153,0.82915,0.36834,1.24742,0.000611621,0.000611621,0.000611621
61,2201.19,0.76242,0.47415,1.1546,0.97483,0.95787,0.97969,0.78211,0.81167,0.35504,1.2429,0.000586845,0.000586845,0.000586845
62,2239.25,0.74833,0.46007,1.1437,0.97415,0.94969,0.9782,0.77958,0.8052,0.37355,1.22171,0.00056232,0.00056232,0.00056232
63,2273.97,0.72773,0.45741,1.14259,0.97946,0.95787,0.97407,0.7799,0.79586,0.36955,1.20549,0.000538072,0.000538072,0.000538072
64,2310.7,0.72827,0.45319,1.13359,0.97875,0.97191,0.9825,0.78126,0.80832,0.35636,1.23087,0.000514122,0.000514122,0.000514122
65,2346.21,0.72784,0.46222,1.13911,0.98481,0.96484,0.98352,0.80054,0.79553,0.3318,1.20348,0.000490497,0.000490497,0.000490497
66,2383.03,0.72011,0.45216,1.136,0.98595,0.96067,0.97816,0.79314,0.793,0.33677,1.20628,0.000467218,0.000467218,0.000467218
67,2418.24,0.73696,0.45196,1.14574,0.9753,0.96067,0.98124,0.79218,0.78429,0.34045,1.21061,0.000444309,0.000444309,0.000444309
68,2455.04,0.72495,0.44243,1.12986,0.97892,0.96008,0.97669,0.7921,0.76195,0.34341,1.18884,0.000421792,0.000421792,0.000421792
69,2489.11,0.70441,0.44579,1.12624,0.97855,0.96219,0.97589,0.7757,0.7944,0.35676,1.21367,0.000399689,0.000399689,0.000399689
70,2527.22,0.70658,0.43758,1.12387,0.98934,0.965,0.97859,0.78157,0.79733,0.34347,1.21383,0.000378023,0.000378023,0.000378023
71,2563.2,0.69694,0.42592,1.12975,0.97942,0.96424,0.9779,0.79028,0.78558,0.33906,1.20894,0.000356815,0.000356815,0.000356815
72,2599.05,0.68469,0.42823,1.11843,0.97141,0.97191,0.98,0.79059,0.76391,0.33656,1.18921,0.000336086,0.000336086,0.000336086
73,2634.54,0.66101,0.40738,1.10549,0.98238,0.96873,0.97997,0.79597,0.76014,0.33889,1.18136,0.000315855,0.000315855,0.000315855
74,2671.89,0.67791,0.40865,1.10915,0.98468,0.96629,0.97881,0.79257,0.75157,0.32942,1.18685,0.000296144,0.000296144,0.000296144
75,2707.41,0.68925,0.41298,1.10288,0.97725,0.9691,0.97971,0.79736,0.7667,0.33305,1.19497,0.000276971,0.000276971,0.000276971
