epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
23,863.155,0.98298,0.70005,1.29018,0.93855,0.88975,0.95149,0.69381,1.00751,0.58392,1.40562,0.00147764,0.00147764,0.00147764
24,901.295,0.98451,0.72138,1.29706,0.91917,0.90068,0.93881,0.68624,1.01533,0.62202,1.42656,0.0014608,0.0014608,0.0014608
25,939.491,0.95481,0.72845,1.28462,0.91754,0.91052,0.95429,0.70399,0.97058,0.57499,1.38591,0.00144335,0.00144335,0.00144335
26,977.695,0.94385,0.68603,1.2642,0.95303,0.89988,0.95848,0.70543,1.00299,0.54012,1.41799,0.00142531,0.00142531,0.00142531
27,1015.62,0.95212,0.69429,1.27664,0.97545,0.9329,0.97156,0.73793,0.95165,0.52594,1.3328,0.0014067,0.0014067,0.0014067
28,1052.82,0.96464,0.70032,1.27442,0.95877,0.89518,0.95168,0.69299,0.99203,0.57531,1.40085,0.00138753,0.00138753,0.00138753
29,1090.58,0.93929,0.68956,1.2655,0.97013,0.89008,0.95058,0.7203,0.94674,0.5808,1.34445,0.00136781,0.00136781,0.00136781
30,1128.73,0.93118,0.66373,1.26376,0.96204,0.90348,0.9587,0.71644,0.95936,0.52829,1.35063,0.00134758,0.00134758,0.00134758
31,1166.48,0.9209,0.65099,1.25979,0.95706,0.92124,0.96807,0.73491,0.91524,0.50346,1.32393,0.00132685,0.00132685,0.00132685
32,1202.69,0.93004,0.6752,1.25512,0.97197,0.93637,0.9796,0.74454,0.92878,0.48362,1.32405,0.00130565,0.00130565,0.00130565
33,1241.16,0.92713,0.63666,1.2605,0.95862,0.93979,0.97711,0.7318,0.93491,0.48032,1.32821,0.00128398,0.00128398,0.00128398
34,1277.61,0.88847,0.61921,1.22844,0.96581,0.92939,0.97509,0.74704,0.87486,0.49849,1.29005,0.00126188,0.00126188,0.00126188
35,1317.56,0.89789,0.62264,1.22841,0.93972,0.93769,0.97251,0.74226,0.91886,0.5113,1.30765,0.00123936,0.00123936,0.00123936
36,1355.03,0.88989,0.6132,1.22875,0.95013,0.91326,0.96731,0.73754,0.91992,0.50015,1.3102,0.00121645,0.00121645,0.00121645
37,1391.39,0.87035,0.61734,1.22042,0.96934,0.92937,0.97108,0.72922,0.94018,0.47907,1.35089,0.00119317,0.00119317,0.00119317
38,1429.61,0.86498,0.59301,1.21943,0.93754,0.92087,0.96233,0.736,0.92084,0.49829,1.31506,0.00116955,0.00116955,0.00116955
39,1466.23,0.86942,0.58845,1.23066,0.97233,0.91674,0.97285,0.73364,0.92612,0.47273,1.34161,0.0011456,0.0011456,0.0011456
40,1505.51,0.85611,0.57449,1.21891,0.97444,0.92929,0.97901,0.75385,0.88523,0.44981,1.28144,0.00112135,0.00112135,0.00112135
41,1542.12,0.85622,0.59246,1.20876,0.97029,0.90866,0.9695,0.74836,0.88711,0.46238,1.27826,0.00109683,0.00109683,0.00109683
42,1579.21,0.85148,0.55982,1.2079,0.9606,0.94363,0.96982,0.74072,0.93783,0.46908,1.31578,0.00107205,0.00107205,0.00107205
43,1617.13,0.85301,0.55942,1.21037,0.93453,0.92823,0.96796,0.74919,0.87878,0.46129,1.2903,0.00104705,0.00104705,0.00104705
44,1653.79,0.82126,0.5442,1.18465,0.96364,0.94048,0.96926,0.74056,0.90811,0.45283,1.30737,0.00102184,0.00102184,0.00102184
45,1692.69,0.86448,0.57175,1.20886,0.9608,0.92684,0.96561,0.73437,0.90017,0.47223,1.29779,0.000996456,0.000996456,0.000996456
46,1729.47,0.8436,0.56296,1.20366,0.95853,0.91678,0.96263,0.74376,0.88083,0.47814,1.28296,0.000970919,0.000970919,0.000970919
47,1767.37,0.8156,0.56737,1.19209,0.96097,0.94535,0.9757,0.76084,0.86175,0.44303,1.27701,0.000945256,0.000945256,0.000945256
48,1805.08,0.80551,0.53991,1.18571,0.96672,0.9341,0.9733,0.7648,0.84545,0.43186,1.25434,0.00091949,0.00091949,0.00091949
49,1844.53,0.79725,0.51131,1.1787,0.98435,0.94293,0.98424,0.76912,0.84174,0.4112,1.2434,0.000893648,0.000893648,0.000893648
50,1882.6,0.80602,0.53238,1.17483,0.96935,0.93683,0.98196,0.75819,0.86858,0.43702,1.24738,0.000867754,0.000867754,0.000867754
51,1919.22,0.80198,0.51754,1.17972,0.96706,0.95619,0.98714,0.76755,0.85861,0.40199,1.2588,0.000841835,0.000841835,0.000841835
52,1956.71,0.77928,0.49457,1.16199,0.9811,0.92585,0.97844,0.76998,0.84812,0.43268,1.26056,0.000815916,0.000815916,0.000815916
53,1993.13,0.79099,0.49537,1.16504,0.96752,0.94784,0.97737,0.77633,0.83043,0.41805,1.23689,0.000790022,0.000790022,0.000790022
54,2032.54,0.78759,0.51751,1.1742,0.96958,0.9555,0.98338,0.7701,0.85765,0.40291,1.25023,0.00076418,0.00076418,0.00076418
55,2068.96,0.78747,0.50499,1.16564,0.9739,0.9343,0.97333,0.77285,0.82382,0.40291,1.23169,0.000738414,0.000738414,0.000738414
56,2106.52,0.76812,0.4903,1.15952,0.97413,0.95519,0.97997,0.77831,0.81429,0.40464,1.22551,0.000712751,0.000712751,0.000712751
57,2144.2,0.76658,0.47969,1.15457,0.97649,0.96078,0.98194,0.77685,0.82413,0.40059,1.23261,0.000687214,0.000687214,0.000687214
58,2180.76,0.77586,0.49734,1.16943,0.97377,0.95628,0.9841,0.78016,0.83028,0.37976,1.23673,0.000661831,0.000661831,0.000661831
59,2220.1,0.74668,0.4822,1.14345,0.95915,0.95588,0.98083,0.78803,0.81621,0.38186,1.21141,0.000636625,0.000636625,0.000636625
60,2256.64,0.74363,0.47297,1.14163,0.97285,0.94594,0.97258,0.78147,0.82322,0.37185,1.235,0.000611621,0.000611621,0.000611621
61,2294.18,0.7432,0.46144,1.15012,0.98632,0.93388,0.97225,0.77308,0.82508,0.41456,1.23109,0.000586845,0.000586845,0.000586845
62,2330.14,0.73181,0.46279,1.13253,0.96847,0.95663,0.97754,0.78173,0.81999,0.39441,1.23187,0.00056232,0.00056232,0.00056232
63,2369.38,0.73126,0.45869,1.14176,0.96709,0.95075,0.97825,0.7772,0.8099,0.39873,1.22446,0.000538072,0.000538072,0.000538072
64,2405.37,0.70817,0.43732,1.12144,0.94789,0.95343,0.97217,0.76772,0.84096,0.40203,1.24415,0.000514122,0.000514122,0.000514122
65,2442.93,0.71783,0.45309,1.13821,0.96644,0.95833,0.98086,0.78471,0.82175,0.38829,1.22232,0.000490497,0.000490497,0.000490497
66,2479.03,0.73746,0.47323,1.14908,0.99045,0.94969,0.97993,0.78451,0.81356,0.39304,1.2205,0.000467218,0.000467218,0.000467218
67,2516.35,0.70209,0.4368,1.12296,0.96863,0.95343,0.97349,0.77852,0.81508,0.38116,1.2355,0.000444309,0.000444309,0.000444309
68,2553.79,0.68959,0.42512,1.1119,0.96399,0.94608,0.97608,0.78777,0.76983,0.38481,1.18828,0.000421792,0.000421792,0.000421792
69,2591.56,0.68389,0.43431,1.11847,0.96181,0.95017,0.97374,0.7851,0.78041,0.38295,1.19787,0.000399689,0.000399689,0.000399689
